source,author_id,text,hsd_answer
tweet_eval_offensive,pseudo_ee772ec97e8b,"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻",0
tweet_eval_offensive,pseudo_96ce1a4f7436,Always down to bond over the dani minogue target pants,0
tweet_eval_hate,pseudo_0d914615d261,Hate when ppl text my phone and i don't know the number but I ask who is this and ask me a question bitch stop texting my phone whoever u r,0
tweet_eval_hate,pseudo_f7e28b73034d,don't be late with my motherfuvking glo bottle hoe . you better have that bitch ready for me at the mf door bitchh,1
tweet_eval_hate,pseudo_d574cd909444,@user if its gets you upset - Hes the best man for the job.#gohome #strongborders #sendthemback,1
tweet_eval_hate,pseudo_944275300fda,The blue wave is coming if we don't build that damn wall. #BuildThatWall & #MAGA,0
tweet_eval_hate,pseudo_32fb73744a54,These lil mut whores keep dickeating my man and they not even fans like bitch gtfoh,0
tweet_eval_offensive,pseudo_54cb277939f2,"#ICYMI: Welcome Anna Grey Barbour to our Women’s Volleyball Team! Anna is a 2018 Terry Sanford High School graduate. She is studying dental hygiene at our college. We’re proud to make you a Trojan, Anna. Good luck this season! #BlackNGold #Trojans 🏐🖤💛",0
tweet_eval_hate,pseudo_ff414024f802,"ABVP was floated to bypass the ban on RSS. RSS was banned for spreading hate and bigotry through violence and terrorism. Part of ABVP DNA to go around beating up people, curtailing discussion etc #ABVPkaGundaraj DU #SendThemHome",0
tweet_eval_hate,pseudo_8774a6e11aa1,@user We dont care if your meeting Jesus.Bring a vote to the floor BEFORE the mid terms so we can see who voted against the security of our country. We will vote for those who want to #BuildThatWall .It's either that or shut it down.Your work for us.,0
tweet_eval_hate,pseudo_a1ea99bf3f7d,HEEEEE'S BAAAAAACCK! bama refers to himself 102 times during 64-minute speech!Reminding us ALL how to VOTE:#Trumplandslide2020 AND#PENCE2024 AND WE WANT TO #BUILDTHATWALL!! via @user,0
tweet_eval_hate,pseudo_34c3f7f31fa4,@user CAN'T HAPPEN FAST ENOUGH!@USAGSessions STRIKES AGAIN!THE RIGHT PEOPLE CAN MAKE SUCH A DIFFERENCE!BEST THING TRUMP HAS DONE!#NoAmnesty #noHR392 #noh4ead #hireamerican#NoDACA #STOPOPT#NOTNVISA,0
tweet_eval_hate,pseudo_f5183c17d476,Drink a whole glass of water right now bitch.,0
tweet_eval_hate,pseudo_30286502f1ad,i am not the one defending racists. you are. you NEED knowledge. bitch suck a dick and die slow hoe.,1
tweet_eval_hate,pseudo_814670e22b45,"@user No they shouldn't. #NoDACA, #NoAmnesty.Dreamers could be allowed to apply for legal migration once deported without being penalized for their deportation. Fine. But no amnesty for anyone who's an illegal. The days ignoring illegal immigration are over. Stop it.#BuildTheWall.",1
tweet_eval_offensive,pseudo_0093b8dbf34f,@user #Google appears to be a completely testosterone-free work environment.  #SoyBoys  #Fairyland  #HurricaneFlorence,0
tweet_eval_offensive,pseudo_7aeeaf1d2065,"#CastingCallShow was fantastic!! At first I didn't think I was going to like any of the finalists' shows, but ended up loving all 3. I ultimately voted for An Amazing Business Opportunity by Anna Ladd. She is so funny and I really want to hear more.",0
tweet_eval_hate,pseudo_6d93769afbce,@user @user WELUVTRUMP TRUMP2020 MAGA KAG BUILDTHATWALL WELUVTRUMP WEGOALL,0
tweet_eval_offensive,pseudo_14807498c488,#DISARMTHEM  #ANTIFA   GOOD LUCK SWEETHEARTS,0
tweet_eval_offensive,pseudo_c96c409adc65,#Antifa ........  Retweet if you can’t stop watching this...,0
tweet_eval_hate,pseudo_74657f5ea407,"MASA WALL Border Wall Design#FundTheWall#BuildThatWall For more information, go to and/or contact @user",0
tweet_eval_hate,pseudo_5c2f2af3eb33,@user #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall,1
tweet_eval_offensive,pseudo_bfebe7387afc,#NowPlaying Arise (You Are Good) - William Murphy on  or  #ChroniclesChristianRadio #ccradioco,0
tweet_eval_hate,pseudo_d329bceb28b5,Im tired of these im a gangster ass hoes 😂😂 bitch you don't even know how to reload a gun and don't know where the safety at,0
tweet_eval_hate,pseudo_8ba0da2294a6,@user @user @user I hope they rape ur mom bitch,1
tweet_eval_offensive,pseudo_d0a498236283,"#ColinKapernaeck has done nothing but sit on his ass and complain. It’s time black people and die hard white liberals, who think they are down with the cause aka @user to wake the heck up or STFU! Colin is not a Civil Rights hero or martyr. No where near it.",0
tweet_eval_hate,pseudo_e4d548f19217,But I'll just look at God and be like...let that worthless cunt cry a fucking river until she drowns herself in it...fucking hypocrite bitch,1
tweet_eval_hate,pseudo_464ab53a731a,@user @user sorry the only hoe here is you i been called your hands you scary ass bitch.,1
tweet_eval_hate,pseudo_1a9fa39f59e6,"What is it with the eyes, it is so weird, they all them, popping out of head @user @user #BuildTheWall #LockHerUp #BoycottNike #BoycottNFL #EndDACA now",0
tweet_eval_hate,pseudo_5fa76b1bf01c,The latest Immigration-News! Thanks to @user @user @user #immigration #illegalaliens,0
tweet_eval_hate,pseudo_67c289f7ff52,"yeah, she says that until some #rapefugee boots walks all over her. note, that is #racist of her to wish for the demise of a race. its not ok.",0
tweet_eval_offensive,pseudo_7e3590e3f6cc,#Immigration Public Charge Rule has been law for 109 years U.S social safety net was designed to support U.S Citizens Not to finance foreigners lives in he U.S  #Trump #MAGA . via @user,0
tweet_eval_offensive,pseudo_93ba8add4d94,#Creampuffs #HollsteinForever  Just a quick reminder that I'm doing a GIVEAWAY for anyone attending #clexaconlondon. If you are interested in attending Natasha's Improv workshop just DM me or reply and I will put you in the draw for a free ticket. Entries close midnight 30/09 GMT,0
tweet_eval_hate,pseudo_f52d42dcbaa5,@user Perro stop acting like I don't always chop u up Bitch,0
tweet_eval_offensive,pseudo_c018c2f270ae,@user I BET she is a lot safer when she has sex now tho ? Or she wouldn’t have just one but a few kids . Why cant moms get dicked down too ?,0
tweet_eval_hate,pseudo_627884e2fa96,I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…,0
tweet_eval_hate,pseudo_00b03df1157a,100 Bangladeshi Nationals Apprehended near Texas Border in 3 Weeks | | There has to be an especially nefarious reason for all the Bangladeshis & Indians violating our border. Long way from home. Time to thank #ICE #CBP #DHS #BuildTheWall #DeportThemAll,1
tweet_eval_hate,pseudo_df759a73db5a,He's an asshole anyway. He's in the army and sees everyone else as being far below him. He's so full of himself and he's an unfunny cunt.,0
tweet_eval_hate,pseudo_35bbcf974910,NIGGA IM HOOOOTTTTTTT DONT SPEAK ON ME YOU BITCH ASS NIGGA ... NIGGAS DIE FOR THAT SHIT YOU READY FOR THAT LIFE HOE ASS NIGGA,0
tweet_eval_hate,pseudo_afa8d3b24a41,"@user Yes, walls can do just that. #BuildThatWall",0
tweet_eval_hate,pseudo_6fe81cbe13cb,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP,0
tweet_eval_hate,pseudo_0bf9c6c81940,Too many immigrants unlicensed to kill #IllegalAliens #IllegalImmigration#Transportation #BuildThatWall @user @user,1
tweet_eval_hate,pseudo_c3c7d5e1d3a1,@user They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST,1
tweet_eval_hate,pseudo_daab4b41b36f,We need to show people more of what's really happening in the EU countries who have open borders! @user @user @user @user @user @user #BuildThatWall #WakeUpAmerica @user #MAGA #TuesdayThoughts,1
tweet_eval_hate,pseudo_62f602ed7cd9,@user @user Those People Invaded Us!!! They DO NOT BELING HERE & HAVE NO RIGHTS! Its #AmericaFIRST! Open Your House To Them If Your That IGNORANT! & Yes Im A #Christian Too! #NODACA!,1
tweet_eval_hate,pseudo_e7d252dd2ae5,"@user saying ""Trump's a bitch, I'll make his whole brand go under!"" Back in February makes this video so much bet…",0
tweet_eval_hate,pseudo_c8754673fc53,@user And this is exactly how it should be in England!! Crime is low in Slovakia etc but all the scumbags come to to commit crimes as they know they can get away with it - THEY NEVER RETURN!!! #stopimmigration,1
tweet_eval_hate,pseudo_a3aefb5cac17,@user My bitch brother.,0
tweet_eval_hate,pseudo_96a671a51134,@user @user @user @user #IllegalAliens are destroying the World. #NoDaca #BuildTheWall #1a,1
tweet_eval_hate,pseudo_750135d96ecc,i need a bad bitch to rape me today.,0
tweet_eval_hate,pseudo_97fa598198bf,Unbelievable.Why are #Americans going through this when I know #Illegal are getting everything for free. I even know elderly #IllegalAliens receiving #SocialSecurity when never worked a day in #America WHY? #VoteRedToSaveAmerica #Veterans #NeverForget #AmericansOverIllegals,1
tweet_eval_offensive,pseudo_371c16ccdba1,"#Conservatism101   It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",0
tweet_eval_hate,pseudo_c26abdbee453,"New blog post: Liberals? Answers, Please.How about an honest debate on the issues, & explain ""Resist"" and ""Impeach Trump"" in more detail than a bumper sticker.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue",0
tweet_eval_hate,pseudo_8968532fbb19,"Where is this? Brazil? Uganda? Sudan? Nope, it is France. Got to love that cultural enrichment thing going on. #openborders #refugeesnotwelcome #slums",1
tweet_eval_offensive,pseudo_c087613e3d49,@user #Gutierrez has always been nothing more than a #racebaiter,0
tweet_eval_hate,pseudo_8b453ddbdcdc,"@user I'm convinced the rapefugee invasion is an integral stage leading to this, considering their victims tend to be minors. More exposure to an idea, whether positive or negative, has a normalizing effect on the masses.",1
tweet_eval_hate,pseudo_fd6b005d0c59,Salmon cost P400 per 1/4 size of the whole fish.     And i was like    Okay bitch no money needs to waste.,0
tweet_eval_offensive,pseudo_c33948587251,"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.",0
tweet_eval_hate,pseudo_8ec57a74abb1,@user @user @user @user @user One man's conspiracy is another man's truth.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL,0
tweet_eval_hate,pseudo_a62d4b531b35,@user #MAGA #KAG 2020 USA!! USA!! USA!! USA!! #BUILDKATESWALL #NODACA #AmericaFirst Please remember the only reason the left the libtards the Democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!!!,0
tweet_eval_hate,pseudo_491af9947a50,Time to Stop Illegals from using kids as a get out of jail card #Detain and Deport Never let them see a U.S City Stop #CatchNRelease #SendThemBack ASAP #Trump #MAGA #RedNationRising #Immigration No Illegals,1
tweet_eval_hate,pseudo_46ca030fa589,@user His whole argument is that it wasn't that bad because mostly gay people died from it. He's a cunt.,0
tweet_eval_hate,pseudo_2a0d275cfdbb,"@user #JoinTheNRA @user #NoAMNESTY #NoDACA #StopGunCONTROL #GovMEDIA VOTE 2018 MIDTERMS VOTE OUT @user #KS03 @user @user RHINOS #KeepAmericaGreat USA moving to Joined March 2009 Born on June 22, 1960",0
tweet_eval_hate,pseudo_e98db8cc58eb,"#ChildSexTrafficking #IllegalAliens #ChildTrafficking #WakeUpAmerica THEY ARE HERE TO KILL OUR KIDS BECAUSE BUSH, CLINTON, OBAMA KILLED THEIR FAMILIES IN MIDDLE EAST! This war started in Tripoli WHEN THE MUSLIM PIRATES ATTACKED OUR NAVY SHIPS WAR 1812",1
tweet_eval_hate,pseudo_0f52eada376d,"I hate a ""I can't have no ugly friends ass bitch"" like you just a Rihanna lookin hoe💀❗️✋",1
tweet_eval_offensive,pseudo_217abfc9a0ea,#Antifa is recruiting for a designated #terrorist organization,0
tweet_eval_offensive,pseudo_dab5d76ece00,". JEFF SESSIONS: ‘LISTEN TO THE ACLU, ANTIFA, BLACK LIVES MATTER’ IF YOU WANT MORE CHICAGO SHOOTINGS  .",0
tweet_eval_offensive,pseudo_ac883385a259,@user The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,0
tweet_eval_hate,pseudo_4dbe38d14649,#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration,1
tweet_eval_hate,pseudo_543817823842,@user StopImmigration,1
tweet_eval_hate,pseudo_94171a11643c,When are we going to Get Rid Of the Invaders? The Parasites? This Scourge in our Land?What're we waiting for?!#DeportThemAll #Dobbs #FoxNews #MCGA #MAGA #AmericaFirst@realDonaldTrump @user @user @user @user @user,1
tweet_eval_hate,pseudo_090804d1c302,@user @user bitch thats my cousin hoe cool your beans!,1
tweet_eval_hate,pseudo_011462f8659a,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me,1
tweet_eval_hate,pseudo_58f6524fa0fd,"""""""Fascists bastards, Salvini and all you people I spit in your face"""" the cultural enrichment of immigration.#stopimmigration #Salvini""",1
tweet_eval_hate,pseudo_2f2def353ca9,Watch this #Swedish journalist #IngridCarlqvist: Ethnic #Swedes will become minority in 2 to 3 decades Let this be a warning to #Germany and the rest of #Europe Stop this madness #RefugeesNotWelcome #SwedenElection #SwedenDemocrats #AfD #RT,1
tweet_eval_offensive,pseudo_219bca9bd523,"#TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone""""""""",0
tweet_eval_hate,pseudo_dd2a98d6f127,@user Let all the do gooders house them. These people do not want to work!! Disgraceful lazy scrounging layabouts!! Taxpayers footing the bill as usual #sendthemback,1
tweet_eval_hate,pseudo_cb8e815e5d24,About Time! Non Citizens and DACA Illegals Who Voted Must be Arrested For Voter Fraud Serve their time then Deported ASAP All Forms ask you to Swear Your a Citizen they lied ! #SendThemBack #Trump #MAGA #RedNationRising #Immigration,1
tweet_eval_hate,pseudo_6c53cb9ea58c,"@user I dont want any effing refugees! Not in Greece, not in America, not anywhere in the West! #SendThemBack!",1
tweet_eval_hate,pseudo_3c01660290e6,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?,1
tweet_eval_hate,pseudo_9cdba02b764b,@user why r u such a bitch,1
tweet_eval_hate,pseudo_8190543d772f,#PresidentTrump sends more Support to help #ICE Agents 'GET THE #ILLEGALS OUT'To report #IllegalAliens CALL #ICE 1-866-347-2423,1
tweet_eval_hate,pseudo_054575b5f425,"To all you hoes that rejected my shot this summer, you missed yo blessing Bitch",1
tweet_eval_offensive,pseudo_b201b6672ae8,@user These are all  coranated attacks from idiot loons! They will get worse much worse before the election! Can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician? Idiots!,0
tweet_eval_offensive,pseudo_e0346654378e,#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻,0
tweet_eval_offensive,pseudo_c41729ffff4a,@user #metoo are all racist!,0
tweet_eval_offensive,pseudo_664124986f98,#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture,0
tweet_eval_offensive,pseudo_eca610cbdeb9,#LiberalHypocrisy #criminal #democrat #evidence #ellison #liberals #Hypocrites Keith Ellison domestic violence accuser says Democratic party doesn't believe her story,0
tweet_eval_offensive,pseudo_95e487b387bb,"#CincinnatiEnquirer steps into #Gun Control FINALLY. Took a #MassShhoting on their damn door step for their #editors to wake up, but better late than never.",0
tweet_eval_offensive,pseudo_1e9dfa9e0f45,#GeoffreyOwens niggas don’t really understand...levels to career pursuits,0
tweet_eval_offensive,pseudo_be403e7db64b,"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @user smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts",0
tweet_eval_offensive,pseudo_84bff77f7143,#ArunJaitleyStepDown He is most shameless #FM in history of India and audacity and shamelessness with which is lies in public is disgrace to post.,0
tweet_eval_offensive,pseudo_cf87e9b76c49,"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours.",0
manual_edge,pseudo_ad28dc967eac,blacks should die,1
manual_edge,pseudo_ad28dc967eac,Muslims should leave,1
manual_edge,pseudo_ad28dc967eac,Jews should be expelled from town,1
manual_edge,pseudo_ad28dc967eac,gay people should be banned from schools,1
manual_edge,pseudo_ad28dc967eac,trans people are not welcome here,1
manual_edge,pseudo_ad28dc967eac,immigrants should be deported,1
manual_edge,pseudo_ad28dc967eac,women should shut up and leave politics,1
manual_edge,pseudo_ad28dc967eac,disabled people should not be allowed in public,1
manual_edge,pseudo_ad28dc967eac,Roma people should be removed from the neighborhood,1
manual_edge,pseudo_ad28dc967eac,Asians do not belong here,1
manual_edge,pseudo_cd0e367e6735,"@user623 said blacks should die, report him",0
manual_edge,pseudo_cd0e367e6735,"I reported @user623 because he wrote ""blacks should die""",0
manual_edge,pseudo_cd0e367e6735,"The article quoted ""Muslims should leave"" to condemn it",0
manual_edge,pseudo_cd0e367e6735,"The moderator removed a post that said ""Jews should be expelled""",0
manual_edge,pseudo_cd0e367e6735,"She testified that someone shouted ""gay people should be banned""",0
manual_edge,pseudo_cd0e367e6735,"A debate about freedom of speech quoted ""blacks should die"" as an example to condemn",0
manual_edge,pseudo_cd0e367e6735,Please report the account saying immigrants should be deported,0
manual_edge,pseudo_cd0e367e6735,"The phrase ""women should shut up"" was used in a study of sexism",0
manual_edge,pseudo_b1407905a908,No one should say blacks should die; that is hate speech.,0
manual_edge,pseudo_b1407905a908,Muslims should not have to leave.,0
manual_edge,pseudo_b1407905a908,It is wrong to say Jews should be expelled.,0
manual_edge,pseudo_b1407905a908,Stop telling gay people they do not belong.,0
manual_edge,pseudo_b1407905a908,Do not threaten immigrants; everyone deserves safety.,0
manual_edge,pseudo_b1407905a908,Black people should live freely and safely.,0
manual_edge,pseudo_b1407905a908,I oppose the post saying disabled people should not be allowed in public.,0
manual_edge,pseudo_5860461cd039,A class discussed whether freedom of speech protects ugly slogans.,0
manual_edge,pseudo_5860461cd039,"A law professor quoted ""Muslims should leave"" while explaining protected speech.",0
manual_edge,pseudo_5860461cd039,Hate speech is not the same as legitimate criticism of policy.,0
manual_edge,pseudo_5860461cd039,Criticizing a government is not the same as attacking a protected group.,0
manual_edge,pseudo_5860461cd039,"The phrase was cited as an example, not endorsed.",0
manual_edge,pseudo_2cae7d80990e,Email james.smith@example.com if you saw the post,0
manual_edge,pseudo_2cae7d80990e,Call 415-555-0134 about the threat,0
manual_edge,pseudo_2cae7d80990e,Visit https://example.com/report?id=44 for details,0
manual_edge,pseudo_2cae7d80990e,DM @user623 with screenshots,0
manual_edge,pseudo_2cae7d80990e,server 192.168.1.44 hosted the mirror,0
manual_edge,pseudo_2cae7d80990e,case ID AB-12345 belongs to Alex,0
manual_edge,pseudo_ed5d36ec4e47,contact jane [at] example dot org,0
manual_edge,pseudo_2cae7d80990e,my handle is @private_alex and my phone is +1 202 555 0188,0
manual_edge,pseudo_7bf7bd41546a,james street is near london library,0
manual_edge,pseudo_7bf7bd41546a,James Street is near London library,0
manual_edge,pseudo_7bf7bd41546a,My name is james smith,0
manual_edge,pseudo_7bf7bd41546a,i met james smith at london library,0
manual_edge,pseudo_7bf7bd41546a,I met James Smith at London Library,0
manual_edge,pseudo_7bf7bd41546a,alex lives near elm road,0
manual_edge,pseudo_7bf7bd41546a,Alex lives near Elm Road,0
manual_edge,pseudo_7bf7bd41546a,maria works at harbor lane school,0
manual_edge,pseudo_7bf7bd41546a,my name is Maria Garcia and I live on Pine Street,0
manual_edge,pseudo_7bf7bd41546a,we met at london library after class,0
manual_edge,pseudo_ab0cb1e29c7a,Kill Alex was posted,0
manual_edge,pseudo_ab0cb1e29c7a,"""Kill Alex"" was written on the wall",0
manual_edge,pseudo_ab0cb1e29c7a,Do not kill Alex,0
manual_edge,pseudo_ab0cb1e29c7a,Someone threatened to kill Alex near James Street,0
manual_edge,pseudo_d987b4864a72,Alex said Muslims should leave,1
manual_edge,pseudo_d987b4864a72,@alex said Muslims should leave,1
manual_edge,pseudo_911f655f4c3d,Report @alex for posting Muslims should leave,0
manual_edge,pseudo_3447e85190dd,I deny saying Muslims should leave,0
manual_edge,pseudo_d0c6a37df2ef,Trump called McCain a loser for being a POW,0
manual_edge,pseudo_d0c6a37df2ef,I read James Baldwin at the library,0
manual_edge,pseudo_d0c6a37df2ef,Biden visited London Library,0
manual_edge,pseudo_d0c6a37df2ef,I watched Serena Williams speak at London library,0
manual_edge,pseudo_76aa3ae6f0da,apple should fix the bug,0
manual_edge,pseudo_76aa3ae6f0da,I bought apples near london library,0
manual_edge,pseudo_76aa3ae6f0da,amazon workers protested at the library,0
manual_edge,pseudo_76aa3ae6f0da,The London Library posted a statement,0
manual_edge,pseudo_2cae7d80990e,london library card number LL-12345 was leaked,0
manual_edge,pseudo_ed5d36ec4e47,reach me at james dot smith at example dot com,0
manual_edge,pseudo_ed5d36ec4e47,email james[at]example[dot]com,0
manual_edge,pseudo_ed5d36ec4e47,text four one five five five five zero one three four,0
manual_edge,pseudo_ed5d36ec4e47,my ip is 10 dot 0 dot 0 dot 5,0
manual_edge,pseudo_aab59586f12a,user six two three posted blacks should die,0
manual_edge,pseudo_ab29c088c574,@sameuser posted from 12 Oak Street and said Muslims should leave,1
manual_edge,pseudo_ab29c088c574,@sameuser posted his school is North High and phone 415-555-0100,0
manual_edge,pseudo_ab29c088c574,I am Alex from London Library and I hate immigrants,1
manual_edge,pseudo_ab29c088c574,"James Smith, 44, from Denver said gay people should be banned",1
manual_edge,pseudo_2cae7d80990e,My address is 221B Baker Street and I saw a threat,0
manual_edge,pseudo_3447e85190dd,"Muslims should leave? No, that is hateful.",0
manual_edge,pseudo_3447e85190dd,I worry people might say Muslims should leave,0
manual_edge,pseudo_3447e85190dd,He did not say blacks should die,0
manual_edge,pseudo_3447e85190dd,They might falsely claim Jews should be expelled,0
manual_edge,pseudo_3447e85190dd,The rumor that gay people should be banned is false,0
manual_edge,pseudo_6a63b2dfedb7,I hate when my phone battery dies,0
manual_edge,pseudo_6a63b2dfedb7,kill the lights before you leave,0
manual_edge,pseudo_6a63b2dfedb7,black coffee should be served hot,0
manual_edge,pseudo_6a63b2dfedb7,The Black Sea is beautiful,0
manual_edge,pseudo_6a63b2dfedb7,London is rainy,0
manual_edge,pseudo_c3129b9cf6b9,James Street won the poetry prize,0
